fecha,comprobante,codigo_puc,nombre_cuenta,nit_tercero,nombre_tercero,detalle,debito,credito,centro_costo
2026-01-02,FV-0002,413595,Comercio al por mayor y menor,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,0.0,7691000.0,VTA
2026-01-02,FV-0002,240805,IVA generado,901556677,COMERCIAL YOPAL SAS,IVA generado 19%,0.0,1461290.0,VTA
2026-01-02,FV-0002,613595,Costo de venta de mercancias,901556677,COMERCIAL YOPAL SAS,Costo de la venta,5063272.47,0.0,VTA
2026-01-02,FV-0002,143530,Mercancias no fabricadas por la empresa,901556677,COMERCIAL YOPAL SAS,Salida de inventario,0.0,5063272.47,VTA
2026-01-02,FV-0003,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,10215516.28,0.0,VTA
2026-01-02,FV-0003,135515,Retencion en la fuente a favor,901556677,COMERCIAL YOPAL SAS,Retefuente que nos practican,221050.0,0.0,VTA
2026-01-02,FV-0003,135517,Retencion de ICA a favor,901556677,COMERCIAL YOPAL SAS,ReteICA que nos practican,85413.72,0.0,VTA
2026-01-02,FV-0003,413595,Comercio al por mayor y menor,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,0.0,8842000.0,VTA
2026-01-02,FV-0003,240805,IVA generado,901556677,COMERCIAL YOPAL SAS,IVA generado 19%,0.0,1679980.0,VTA
2026-01-02,FV-0003,613595,Costo de venta de mercancias,901556677,COMERCIAL YOPAL SAS,Costo de la venta,5792417.15,0.0,VTA
2026-01-02,FV-0003,143530,Mercancias no fabricadas por la empresa,901556677,COMERCIAL YOPAL SAS,Salida de inventario,0.0,5792417.15,VTA
2026-01-02,FV-0004,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,9272758.84,0.0,VTA
2026-01-02,FV-0004,135515,Retencion en la fuente a favor,901556677,COMERCIAL YOPAL SAS,Retefuente que nos practican,200650.0,0.0,VTA
2026-01-02,FV-0004,135517,Retencion de ICA a favor,901556677,COMERCIAL YOPAL SAS,ReteICA que nos practican,77531.16,0.0,VTA
2026-01-02,FV-0004,413595,Comercio al por mayor y menor,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,0.0,8026000.0,VTA
2026-01-02,FV-0004,240805,IVA generado,901556677,COMERCIAL YOPAL SAS,IVA generado 19%,0.0,1524940.0,VTA
2026-01-02,FV-0004,613595,Costo de venta de mercancias,901556677,COMERCIAL YOPAL SAS,Costo de la venta,4847651.09,0.0,VTA
2026-01-02,FV-0004,143530,Mercancias no fabricadas por la empresa,901556677,COMERCIAL YOPAL SAS,Salida de inventario,0.0,4847651.09,VTA
2026-01-05,FC-0003,143530,Mercancias no fabricadas por la empresa,890900608,ALIMENTOS NACIONALES S.A.,Compra mercancia FE73512,3172000.0,0.0,OPE
2026-01-05,FC-0003,240810,IVA descontable,890900608,ALIMENTOS NACIONALES S.A.,IVA descontable 19%,602680.0,0.0,OPE
2026-01-05,FC-0003,236540,Retencion en la fuente por pagar,890900608,ALIMENTOS NACIONALES S.A.,Retefuente compras 2.5%,0.0,79300.0,OPE
2026-01-05,FC-0003,236805,Impuesto de industria y comercio retenido,890900608,ALIMENTOS NACIONALES S.A.,ReteICA 9.66x1000,0.0,30641.52,OPE
2026-01-05,FC-0003,220505,Proveedores nacionales,890900608,ALIMENTOS NACIONALES S.A.,Factura FE73512,0.0,3664738.48,OPE
2026-01-05,FV-0005,130505,Clientes nacionales,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Venta de mercancia,3110660.0,0.0,VTA
2026-01-05,FV-0005,413595,Comercio al por mayor y menor,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Venta de mercancia,0.0,2614000.0,VTA
2026-01-05,FV-0005,240805,IVA generado,901234567,SUPERMERCADOS DEL LLANO S.A.S.,IVA generado 19%,0.0,496660.0,VTA
2026-01-05,FV-0005,613595,Costo de venta de mercancias,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Costo de la venta,1591204.59,0.0,VTA
2026-01-05,FV-0005,143530,Mercancias no fabricadas por la empresa,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Salida de inventario,0.0,1591204.59,VTA
2026-01-05,FV-0006,130505,Clientes nacionales,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Venta de mercancia,9435661.78,0.0,VTA
2026-01-05,FV-0006,135515,Retencion en la fuente a favor,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Retefuente que nos practican,204175.0,0.0,VTA
2026-01-05,FV-0006,135517,Retencion de ICA a favor,901234567,SUPERMERCADOS DEL LLANO S.A.S.,ReteICA que nos practican,78893.22,0.0,VTA
2026-01-05,FV-0006,413595,Comercio al por mayor y menor,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Venta de mercancia,0.0,8167000.0,VTA
2026-01-05,FV-0006,240805,IVA generado,901234567,SUPERMERCADOS DEL LLANO S.A.S.,IVA generado 19%,0.0,1551730.0,VTA
2026-01-05,FV-0006,613595,Costo de venta de mercancias,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Costo de la venta,4746242.93,0.0,VTA
2026-01-05,FV-0006,143530,Mercancias no fabricadas por la empresa,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Salida de inventario,0.0,4746242.93,VTA
2026-01-05,FV-0007,130505,Clientes nacionales,830445566,MAYORISTA CASANARE S.A.S.,Venta de mercancia,6871962.32,0.0,VTA
2026-01-05,FV-0007,135515,Retencion en la fuente a favor,830445566,MAYORISTA CASANARE S.A.S.,Retefuente que nos practican,148700.0,0.0,VTA
2026-01-05,FV-0007,135517,Retencion de ICA a favor,830445566,MAYORISTA CASANARE S.A.S.,ReteICA que nos practican,57457.68,0.0,VTA
2026-01-05,FV-0007,413595,Comercio al por mayor y menor,830445566,MAYORISTA CASANARE S.A.S.,Venta de mercancia,0.0,5948000.0,VTA
2026-01-05,FV-0007,240805,IVA generado,830445566,MAYORISTA CASANARE S.A.S.,IVA generado 19%,0.0,1130120.0,VTA
2026-01-05,FV-0007,613595,Costo de venta de mercancias,830445566,MAYORISTA CASANARE S.A.S.,Costo de la venta,3574881.63,0.0,VTA
2026-01-05,FV-0007,143530,Mercancias no fabricadas por la empresa,830445566,MAYORISTA CASANARE S.A.S.,Salida de inventario,0.0,3574881.63,VTA
2026-01-05,RC-0003,111005,Banco Bogota cta corriente 123-456,800112233,DISTRIBUIDORA EL PORTAL LTDA,Recaudo cliente,2717000.0,0.0,ADM
2026-01-05,RC-0003,130505,Clientes nacionales,800112233,DISTRIBUIDORA EL PORTAL LTDA,Abono cartera,0.0,2717000.0,ADM
2026-01-06,FV-0008,130505,Clientes nacionales,901998877,TIENDAS LA ESQUINA S.A.S.,Venta de mercancia,7674923.62,0.0,VTA
2026-01-06,FV-0008,135515,Retencion en la fuente a favor,901998877,TIENDAS LA ESQUINA S.A.S.,Retefuente que nos practican,166075.0,0.0,VTA
2026-01-06,FV-0008,135517,Retencion de ICA a favor,901998877,TIENDAS LA ESQUINA S.A.S.,ReteICA que nos practican,64171.38,0.0,VTA
2026-01-06,FV-0008,413595,Comercio al por mayor y menor,901998877,TIENDAS LA ESQUINA S.A.S.,Venta de mercancia,0.0,6643000.0,VTA
2026-01-06,FV-0008,240805,IVA generado,901998877,TIENDAS LA ESQUINA S.A.S.,IVA generado 19%,0.0,1262170.0,VTA
2026-01-06,FV-0008,613595,Costo de venta de mercancias,901998877,TIENDAS LA ESQUINA S.A.S.,Costo de la venta,4387791.78,0.0,VTA
2026-01-06,FV-0008,143530,Mercancias no fabricadas por la empresa,901998877,TIENDAS LA ESQUINA S.A.S.,Salida de inventario,0.0,4387791.78,VTA
2026-01-06,FV-0009,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,2439500.0,0.0,VTA
2026-01-06,FV-0009,413595,Comercio al por mayor y menor,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,0.0,2050000.0,VTA
2026-01-06,FV-0009,240805,IVA generado,901556677,COMERCIAL YOPAL SAS,IVA generado 19%,0.0,389500.0,VTA
2026-01-06,FV-0009,613595,Costo de venta de mercancias,901556677,COMERCIAL YOPAL SAS,Costo de la venta,1337237.95,0.0,VTA
2026-01-06,FV-0009,143530,Mercancias no fabricadas por la empresa,901556677,COMERCIAL YOPAL SAS,Salida de inventario,0.0,1337237.95,VTA
2026-01-06,RC-0004,111005,Banco Bogota cta corriente 123-456,901556677,COMERCIAL YOPAL SAS,Recaudo cliente,8008000.0,0.0,ADM
2026-01-06,RC-0004,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Abono cartera,0.0,8008000.0,ADM
2026-01-07,CE-0001,220505,Proveedores nacionales,860002964,EMPAQUES Y PLASTICOS LTDA,Pago factura proveedor,3315000.0,0.0,ADM
2026-01-07,CE-0001,111005,Banco Bogota cta corriente 123-456,860002964,EMPAQUES Y PLASTICOS LTDA,Pago factura proveedor,0.0,3315000.0,ADM
2026-01-07,FV-0010,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,6453729.24,0.0,VTA
2026-01-07,FV-0010,135515,Retencion en la fuente a favor,901556677,COMERCIAL YOPAL SAS,Retefuente que nos practican,139650.0,0.0,VTA
2026-01-07,FV-0010,135517,Retencion de ICA a favor,901556677,COMERCIAL YOPAL SAS,ReteICA que nos practican,53960.76,0.0,VTA
2026-01-07,FV-0010,413595,Comercio al por mayor y menor,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,0.0,5586000.0,VTA
2026-01-07,FV-0010,240805,IVA generado,901556677,COMERCIAL YOPAL SAS,IVA generado 19%,0.0,1061340.0,VTA
2026-01-07,FV-0010,613595,Costo de venta de mercancias,901556677,COMERCIAL YOPAL SAS,Costo de la venta,3400534.44,0.0,VTA
2026-01-07,FV-0010,143530,Mercancias no fabricadas por la empresa,901556677,COMERCIAL YOPAL SAS,Salida de inventario,0.0,3400534.44,VTA
2026-01-07,RC-0005,111005,Banco Bogota cta corriente 123-456,800112233,DISTRIBUIDORA EL PORTAL LTDA,Recaudo cliente,5208000.0,0.0,ADM
2026-01-07,RC-0005,130505,Clientes nacionales,800112233,DISTRIBUIDORA EL PORTAL LTDA,Abono cartera,0.0,5208000.0,ADM
2026-01-07,RC-0006,111005,Banco Bogota cta corriente 123-456,800112233,DISTRIBUIDORA EL PORTAL LTDA,Recaudo cliente,7485000.0,0.0,ADM
2026-01-07,RC-0006,130505,Clientes nacionales,800112233,DISTRIBUIDORA EL PORTAL LTDA,Abono cartera,0.0,7485000.0,ADM
2026-01-08,FC-0004,143530,Mercancias no fabricadas por la empresa,900777888,SERVICIOS INTEGRALES DEL ORIENTE SAS,Compra mercancia FE94875,2969000.0,0.0,OPE
2026-01-08,FC-0004,240810,IVA descontable,900777888,SERVICIOS INTEGRALES DEL ORIENTE SAS,IVA descontable 19%,564110.0,0.0,OPE
2026-01-08,FC-0004,236540,Retencion en la fuente por pagar,900777888,SERVICIOS INTEGRALES DEL ORIENTE SAS,Retefuente compras 2.5%,0.0,74225.0,OPE
2026-01-08,FC-0004,236805,Impuesto de industria y comercio retenido,900777888,SERVICIOS INTEGRALES DEL ORIENTE SAS,ReteICA 9.66x1000,0.0,28680.54,OPE
2026-01-08,FC-0004,220505,Proveedores nacionales,900777888,SERVICIOS INTEGRALES DEL ORIENTE SAS,Factura FE94875,0.0,3430204.46,OPE
2026-01-08,FV-0011,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,6772603.08,0.0,VTA
2026-01-08,FV-0011,135515,Retencion en la fuente a favor,901556677,COMERCIAL YOPAL SAS,Retefuente que nos practican,146550.0,0.0,VTA
2026-01-08,FV-0011,135517,Retencion de ICA a favor,901556677,COMERCIAL YOPAL SAS,ReteICA que nos practican,56626.92,0.0,VTA
2026-01-08,FV-0011,413595,Comercio al por mayor y menor,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,0.0,5862000.0,VTA
2026-01-08,FV-0011,240805,IVA generado,901556677,COMERCIAL YOPAL SAS,IVA generado 19%,0.0,1113780.0,VTA
2026-01-08,FV-0011,613595,Costo de venta de mercancias,901556677,COMERCIAL YOPAL SAS,Costo de la venta,3414462.18,0.0,VTA
2026-01-08,FV-0011,143530,Mercancias no fabricadas por la empresa,901556677,COMERCIAL YOPAL SAS,Salida de inventario,0.0,3414462.18,VTA
2026-01-08,RC-0007,111005,Banco Bogota cta corriente 123-456,830445566,MAYORISTA CASANARE S.A.S.,Recaudo cliente,2119000.0,0.0,ADM
2026-01-08,RC-0007,130505,Clientes nacionales,830445566,MAYORISTA CASANARE S.A.S.,Abono cartera,0.0,2119000.0,ADM
2026-01-09,CE-0002,220505,Proveedores nacionales,811004321,PAPELERIA CENTRAL SAS,Pago factura proveedor,6456000.0,0.0,ADM
2026-01-09,CE-0002,111005,Banco Bogota cta corriente 123-456,811004321,PAPELERIA CENTRAL SAS,Pago factura proveedor,0.0,6456000.0,ADM
2026-01-09,FC-0005,143530,Mercancias no fabricadas por la empresa,811004321,PAPELERIA CENTRAL SAS,Compra mercancia FE82822,1490000.0,0.0,OPE
2026-01-09,FC-0005,240810,IVA descontable,811004321,PAPELERIA CENTRAL SAS,IVA descontable 19%,283100.0,0.0,OPE
2026-01-09,FC-0005,236540,Retencion en la fuente por pagar,811004321,PAPELERIA CENTRAL SAS,Retefuente compras 2.5%,0.0,37250.0,OPE
2026-01-09,FC-0005,236805,Impuesto de industria y comercio retenido,811004321,PAPELERIA CENTRAL SAS,ReteICA 9.66x1000,0.0,14393.4,OPE
2026-01-09,FC-0005,220505,Proveedores nacionales,811004321,PAPELERIA CENTRAL SAS,Factura FE82822,0.0,1721456.6,OPE
2026-01-09,FV-0012,130505,Clientes nacionales,901998877,TIENDAS LA ESQUINA S.A.S.,Venta de mercancia,7805477.04,0.0,VTA
2026-01-09,FV-0012,135515,Retencion en la fuente a favor,901998877,TIENDAS LA ESQUINA S.A.S.,Retefuente que nos practican,168900.0,0.0,VTA
2026-01-09,FV-0012,135517,Retencion de ICA a favor,901998877,TIENDAS LA ESQUINA S.A.S.,ReteICA que nos practican,65262.96,0.0,VTA
2026-01-09,FV-0012,413595,Comercio al por mayor y menor,901998877,TIENDAS LA ESQUINA S.A.S.,Venta de mercancia,0.0,6756000.0,VTA
2026-01-09,FV-0012,240805,IVA generado,901998877,TIENDAS LA ESQUINA S.A.S.,IVA generado 19%,0.0,1283640.0,VTA
2026-01-09,FV-0012,613595,Costo de venta de mercancias,901998877,TIENDAS LA ESQUINA S.A.S.,Costo de la venta,4229980.6,0.0,VTA
2026-01-09,FV-0012,143530,Mercancias no fabricadas por la empresa,901998877,TIENDAS LA ESQUINA S.A.S.,Salida de inventario,0.0,4229980.6,VTA
2026-01-09,FV-0013,130505,Clientes nacionales,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Venta de mercancia,8472108.22,0.0,VTA
2026-01-09,FV-0013,135515,Retencion en la fuente a favor,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Retefuente que nos practican,183325.0,0.0,VTA
2026-01-09,FV-0013,135517,Retencion de ICA a favor,901234567,SUPERMERCADOS DEL LLANO S.A.S.,ReteICA que nos practican,70836.78,0.0,VTA
2026-01-09,FV-0013,413595,Comercio al por mayor y menor,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Venta de mercancia,0.0,7333000.0,VTA
2026-01-09,FV-0013,240805,IVA generado,901234567,SUPERMERCADOS DEL LLANO S.A.S.,IVA generado 19%,0.0,1393270.0,VTA
2026-01-09,FV-0013,613595,Costo de venta de mercancias,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Costo de la venta,4906487.37,0.0,VTA
2026-01-09,FV-0013,143530,Mercancias no fabricadas por la empresa,901234567,SUPERMERCADOS DEL LLANO S.A.S.,Salida de inventario,0.0,4906487.37,VTA
2026-01-09,FV-0014,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,10358778.44,0.0,VTA
2026-01-09,FV-0014,135515,Retencion en la fuente a favor,901556677,COMERCIAL YOPAL SAS,Retefuente que nos practican,224150.0,0.0,VTA
2026-01-09,FV-0014,135517,Retencion de ICA a favor,901556677,COMERCIAL YOPAL SAS,ReteICA que nos practican,86611.56,0.0,VTA
2026-01-09,FV-0014,413595,Comercio al por mayor y menor,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,0.0,8966000.0,VTA
2026-01-09,FV-0014,240805,IVA generado,901556677,COMERCIAL YOPAL SAS,IVA generado 19%,0.0,1703540.0,VTA
2026-01-09,FV-0014,613595,Costo de venta de mercancias,901556677,COMERCIAL YOPAL SAS,Costo de la venta,5977834.19,0.0,VTA
2026-01-09,FV-0014,143530,Mercancias no fabricadas por la empresa,901556677,COMERCIAL YOPAL SAS,Salida de inventario,0.0,5977834.19,VTA
2026-01-09,RC-0008,111005,Banco Bogota cta corriente 123-456,901998877,TIENDAS LA ESQUINA S.A.S.,Recaudo cliente,3979000.0,0.0,ADM
2026-01-09,RC-0008,130505,Clientes nacionales,901998877,TIENDAS LA ESQUINA S.A.S.,Abono cartera,0.0,3979000.0,ADM
2026-01-09,RC-0009,111005,Banco Bogota cta corriente 123-456,830445566,MAYORISTA CASANARE S.A.S.,Recaudo cliente,5363000.0,0.0,ADM
2026-01-09,RC-0009,130505,Clientes nacionales,830445566,MAYORISTA CASANARE S.A.S.,Abono cartera,0.0,5363000.0,ADM
2026-01-12,CE-0003,220505,Proveedores nacionales,860002964,EMPAQUES Y PLASTICOS LTDA,Pago factura proveedor,5011000.0,0.0,ADM
2026-01-12,CE-0003,111005,Banco Bogota cta corriente 123-456,860002964,EMPAQUES Y PLASTICOS LTDA,Pago factura proveedor,0.0,5011000.0,ADM
2026-01-12,FC-0006,143530,Mercancias no fabricadas por la empresa,900321654,LOGISTICA ANDINA S.A.S.,Compra mercancia FE69760,6099000.0,0.0,OPE
2026-01-12,FC-0006,240810,IVA descontable,900321654,LOGISTICA ANDINA S.A.S.,IVA descontable 19%,1158810.0,0.0,OPE
2026-01-12,FC-0006,236540,Retencion en la fuente por pagar,900321654,LOGISTICA ANDINA S.A.S.,Retefuente compras 2.5%,0.0,152475.0,OPE
2026-01-12,FC-0006,236805,Impuesto de industria y comercio retenido,900321654,LOGISTICA ANDINA S.A.S.,ReteICA 9.66x1000,0.0,58916.34,OPE
2026-01-12,FC-0006,220505,Proveedores nacionales,900321654,LOGISTICA ANDINA S.A.S.,Factura FE69760,0.0,7046418.66,OPE
2026-01-12,FV-0015,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,10218982.3,0.0,VTA
2026-01-12,FV-0015,135515,Retencion en la fuente a favor,901556677,COMERCIAL YOPAL SAS,Retefuente que nos practican,221125.0,0.0,VTA
2026-01-12,FV-0015,135517,Retencion de ICA a favor,901556677,COMERCIAL YOPAL SAS,ReteICA que nos practican,85442.7,0.0,VTA
2026-01-12,FV-0015,413595,Comercio al por mayor y menor,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,0.0,8845000.0,VTA
2026-01-12,FV-0015,240805,IVA generado,901556677,COMERCIAL YOPAL SAS,IVA generado 19%,0.0,1680550.0,VTA
2026-01-12,FV-0015,613595,Costo de venta de mercancias,901556677,COMERCIAL YOPAL SAS,Costo de la venta,5482262.27,0.0,VTA
2026-01-12,FV-0015,143530,Mercancias no fabricadas por la empresa,901556677,COMERCIAL YOPAL SAS,Salida de inventario,0.0,5482262.27,VTA
2026-01-12,FV-0016,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,5819447.58,0.0,VTA
2026-01-12,FV-0016,135515,Retencion en la fuente a favor,901556677,COMERCIAL YOPAL SAS,Retefuente que nos practican,125925.0,0.0,VTA
2026-01-12,FV-0016,135517,Retencion de ICA a favor,901556677,COMERCIAL YOPAL SAS,ReteICA que nos practican,48657.42,0.0,VTA
2026-01-12,FV-0016,413595,Comercio al por mayor y menor,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,0.0,5037000.0,VTA
2026-01-12,FV-0016,240805,IVA generado,901556677,COMERCIAL YOPAL SAS,IVA generado 19%,0.0,957030.0,VTA
2026-01-12,FV-0016,613595,Costo de venta de mercancias,901556677,COMERCIAL YOPAL SAS,Costo de la venta,3346823.42,0.0,VTA
2026-01-12,FV-0016,143530,Mercancias no fabricadas por la empresa,901556677,COMERCIAL YOPAL SAS,Salida de inventario,0.0,3346823.42,VTA
2026-01-12,RC-0010,111005,Banco Bogota cta corriente 123-456,901556677,COMERCIAL YOPAL SAS,Recaudo cliente,2548000.0,0.0,ADM
2026-01-12,RC-0010,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Abono cartera,0.0,2548000.0,ADM
2026-01-12,RC-0011,111005,Banco Bogota cta corriente 123-456,800112233,DISTRIBUIDORA EL PORTAL LTDA,Recaudo cliente,5970000.0,0.0,ADM
2026-01-12,RC-0011,130505,Clientes nacionales,800112233,DISTRIBUIDORA EL PORTAL LTDA,Abono cartera,0.0,5970000.0,ADM
2026-01-13,FC-0007,143530,Mercancias no fabricadas por la empresa,890900608,ALIMENTOS NACIONALES S.A.,Compra mercancia FE21516,6881000.0,0.0,OPE
2026-01-13,FC-0007,240810,IVA descontable,890900608,ALIMENTOS NACIONALES S.A.,IVA descontable 19%,1307390.0,0.0,OPE
2026-01-13,FC-0007,236540,Retencion en la fuente por pagar,890900608,ALIMENTOS NACIONALES S.A.,Retefuente compras 2.5%,0.0,172025.0,OPE
2026-01-13,FC-0007,236805,Impuesto de industria y comercio retenido,890900608,ALIMENTOS NACIONALES S.A.,ReteICA 9.66x1000,0.0,66470.46,OPE
2026-01-13,FC-0007,220505,Proveedores nacionales,890900608,ALIMENTOS NACIONALES S.A.,Factura FE21516,0.0,7949894.54,OPE
2026-01-13,FV-0017,130505,Clientes nacionales,830445566,MAYORISTA CASANARE S.A.S.,Venta de mercancia,1445850.0,0.0,VTA
2026-01-13,FV-0017,413595,Comercio al por mayor y menor,830445566,MAYORISTA CASANARE S.A.S.,Venta de mercancia,0.0,1215000.0,VTA
2026-01-13,FV-0017,240805,IVA generado,830445566,MAYORISTA CASANARE S.A.S.,IVA generado 19%,0.0,230850.0,VTA
2026-01-13,FV-0017,613595,Costo de venta de mercancias,830445566,MAYORISTA CASANARE S.A.S.,Costo de la venta,774625.22,0.0,VTA
2026-01-13,FV-0017,143530,Mercancias no fabricadas por la empresa,830445566,MAYORISTA CASANARE S.A.S.,Salida de inventario,0.0,774625.22,VTA
2026-01-13,FV-0018,130505,Clientes nacionales,800112233,DISTRIBUIDORA EL PORTAL LTDA,Venta de mercancia,1904000.0,0.0,VTA
2026-01-13,FV-0018,413595,Comercio al por mayor y menor,800112233,DISTRIBUIDORA EL PORTAL LTDA,Venta de mercancia,0.0,1600000.0,VTA
2026-01-13,FV-0018,240805,IVA generado,800112233,DISTRIBUIDORA EL PORTAL LTDA,IVA generado 19%,0.0,304000.0,VTA
2026-01-13,FV-0018,613595,Costo de venta de mercancias,800112233,DISTRIBUIDORA EL PORTAL LTDA,Costo de la venta,1082036.04,0.0,VTA
2026-01-13,FV-0018,143530,Mercancias no fabricadas por la empresa,800112233,DISTRIBUIDORA EL PORTAL LTDA,Salida de inventario,0.0,1082036.04,VTA
2026-01-13,FV-0019,130505,Clientes nacionales,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,2951200.0,0.0,VTA
2026-01-13,FV-0019,413595,Comercio al por mayor y menor,901556677,COMERCIAL YOPAL SAS,Venta de mercancia,0.0,2480000.0,VTA
2026-01-13,FV-0019,240805,IVA generado,901556677,COMERCIAL YOPAL SAS,IVA generado 19%,0.0,471200.0,VTA
2026-01-13,FV-0019,613595,Costo de venta de mercancias,901556677,COMERCIAL YOPAL SAS,Costo de la venta,1616292.27,0.0,VTA
2026-01-13,FV-0019,143530,Mercancias no fabricadas por la empresa,901556677,COMERCIAL YOPAL SAS,Salida de inventario,0.0,1616292.27,VTA
2026-01-13,RC-0012,111005,Banco Bogota cta corriente 123-456,800112233,DISTRIBUIDORA EL PORTAL LTDA,Recaudo cliente,6969000.0,0.0,ADM
2026-01-13,RC-0012,130505,Clientes nacionales,800112233,DISTRIBUIDORA EL PORTAL LTDA,Abono cartera,0.0,6969000.0,ADM
